Default,Rev_gr,EBITDA_gr,Cap_gr,CR,QR,Cash_ratio,WC_cycle,DTA,DTE,LR,EBITDA_debt,IC,CTI,IC_CF,DCR,CFR,CRA,CRE,ROA,ROE,NPM,GPM,OPM,RecT,InvT,PayT,TA,FA,WC
1,1.00,2.01,-1.00,0.43,0.20,0.03,4.02,0.85,-9.45,-11.14,0.04,0.41,12.11,0.00,0.34,0.67,0.39,-16.20,0.05,-2.00,0.08,0.57,0.06,5.30,13.64,3.98,0.58,0.84,-0.79
1,0.00,0.93,-1.00,0.00,0.00,0.00,0.00,1.44,-2.62,-1.82,0.01,0.08,1.54,0.00,0.01,0.00,0.01,-0.22,0.13,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,1.16,0.73,1.18,1.52,0.85,0.71,12.07,0.50,3.28,6.55,0.19,3.46,1.88,2.21,0.21,0.08,0.11,0.75,0.01,0.06,0.01,0.04,0.04,30.98,18.42,18.69,1.38,2.74,7.74
1,3.70,1.24,-1.00,0.83,0.14,0.03,-20.64,0.65,-109.31,-169.04,0.13,1.61,7.69,9.19,1.01,0.48,0.84,291.71,0.02,7.31,0.01,0.10,0.06,24.59,4.70,3.22,1.77,3.97,-11.60
1,1.00,0.75,-1.00,0.71,0.67,0.00,406.02,3.01,-1.25,-0.42,0.06,0.52,1.56,4.15,0.05,0.41,0.13,18.85,0.01,2.00,0.04,0.38,0.26,1.23,3.31,0.92,0.33,0.51,-2.58
1,1.40,1.28,4.49,1.01,0.05,0.04,279.89,0.88,14.33,16.36,0.20,2.04,3.29,9.30,0.54,0.62,0.56,12.72,0.06,1.27,0.06,0.41,0.19,69.19,1.14,7.78,0.91,3.91,62.16
1,1.34,0.95,1.00,1.36,0.12,0.07,190.28,0.55,1.58,2.86,0.28,2.08,0.82,6.31,0.13,0.07,0.08,0.21,0.00,0.00,0.00,0.37,0.08,69.72,1.74,14.94,1.16,3.88,5.51
1,1.57,1.25,0.96,1.37,0.77,0.06,304.03,0.63,2.34,3.69,0.10,0.74,0.54,13.03,0.05,0.04,0.04,0.13,0.01,0.04,0.01,0.27,0.07,1.84,2.69,12.19,1.01,308.78,3.67
1,1.35,1.75,-1.00,0.57,0.40,0.12,-166.17,1.14,-3.66,-3.22,0.11,2.01,0.76,5.35,0.08,0.31,0.12,-1.26,0.22,-2.32,0.57,0.33,0.40,4.93,20.25,1.41,0.39,0.53,-3.41
1,1.16,3.11,-1.00,2.77,1.54,0.15,311.83,0.89,-7.65,-8.58,0.49,3.92,0.08,0.00,0.04,0.03,0.04,0.31,0.28,2.00,0.20,0.64,0.39,2.83,1.46,5.41,1.42,19.61,1.84
1,0.18,0.12,-1.00,0.02,0.01,0.00,42.62,0.62,-0.87,-1.39,0.10,0.52,7.76,8.19,0.77,3.05,0.45,-6.48,0.14,-2.00,0.94,0.39,0.39,15.51,19.12,0.19,0.15,0.15,-0.15
1,1.09,1.25,-1.00,14.54,0.65,0.04,-12.53,1.28,-4.36,-3.40,0.03,0.09,7.82,0.00,0.04,0.58,0.05,-1.01,0.10,-2.00,1.15,0.03,0.07,12.82,132.14,8.34,0.09,0.10,0.58
1,1.07,1.12,1.07,6.73,5.15,4.77,-52.40,0.80,5.08,6.38,0.18,1.86,0.72,2.60,0.09,0.28,0.07,0.50,0.01,0.06,0.04,0.45,0.39,11.34,40.06,3.90,0.27,0.38,1.02
1,1.06,0.91,1.12,0.82,0.82,0.65,28.78,0.21,0.28,1.32,0.05,0.31,4.51,2.32,0.22,874.59,0.05,0.06,0.08,0.12,1 562.86,0.54,194.09,0.00,12.68,0.00,0.00,0.00,0.00
1,1.47,1.16,-1.00,0.28,0.12,0.10,9.99,1.49,-1.61,-1.08,0.08,0.97,0.53,1.65,0.04,0.31,0.07,-0.48,0.31,-2.10,1.34,1.00,0.57,36.54,0.00,-0.01,0.23,0.25,-1.24
1,1.00,1.00,-1.00,2.78,0.00,0.00,-284.01,0.79,-214.15,-269.65,0.00,0.00,897.87,0.00,1.00,823.11,1.38,-433.76,0.01,-2.07,3.92,1.00,0.92,32.46,0.00,1.24,0.00,0.00,0.00
1,1.48,1.86,-1.00,0.11,0.04,0.00,67.69,1.02,-5.49,-5.36,0.14,0.35,1.66,2.43,0.06,0.29,0.06,-1.81,0.06,-2.00,0.32,1.00,0.17,5.39,0.00,0.00,0.20,0.22,-0.28
1,1.11,1.05,1.08,0.80,0.27,0.22,-37.63,0.40,1.00,2.50,0.17,1.08,1.72,3.36,0.14,0.20,0.06,0.15,0.00,0.01,0.01,0.21,0.12,48.68,24.38,6.07,0.30,0.33,-10.08
1,1.25,3.59,1.07,0.99,0.17,0.10,-5.30,0.66,378.44,569.93,0.09,1.37,5.94,9.15,0.54,0.21,0.47,213.50,0.00,0.21,0.00,0.35,0.03,21.43,15.05,7.84,2.30,45.53,-251.05
1,1.33,1.32,-1.00,0.34,0.17,0.04,117.29,0.87,-2.80,-3.21,0.17,2.03,0.88,13.50,0.15,0.39,0.13,2.57,0.15,2.88,0.43,0.71,0.44,3.60,23.01,0.31,0.35,0.43,-0.73
1,0.00,-1.00,-1.00,0.21,0.02,0.01,0.00,1.01,-1.45,-1.44,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,1.05,2.84,-1.00,0.72,0.53,0.02,203.24,0.31,-0.81,-2.59,0.30,2.06,2.34,8.30,0.70,0.22,0.28,6.61,0.08,2.00,0.07,0.41,0.09,2.88,4.78,0.84,1.28,4.48,-3.33
1,1.17,1.12,-1.00,0.49,0.32,0.22,14.10,0.63,-3.80,-6.07,0.27,2.07,0.88,3.97,0.21,0.45,0.14,1.08,0.08,0.66,0.27,0.64,0.51,45.18,13.03,16.60,0.30,0.32,-6.69
1,1.14,0.99,1.50,0.98,0.17,0.04,-0.92,0.52,2.82,5.41,0.47,3.15,0.82,6.75,0.21,0.05,0.11,0.72,0.12,0.77,0.06,0.13,0.06,36.36,24.14,14.00,2.12,3.13,-392.83
1,0.62,0.41,0.06,1.00,0.72,0.00,204.94,0.92,284.35,309.65,0.13,1.40,4.39,5.23,0.20,0.12,0.20,6.53,0.05,1.77,0.03,0.07,0.03,1.99,9.67,22.04,1.65,3 776.94,538.26
1,0.81,0.25,0.78,0.92,0.11,0.03,51.31,0.20,2.57,13.02,0.03,0.10,7.74,0.00,0.09,0.01,0.02,0.21,0.02,0.25,0.02,0.09,0.00,17.48,8.21,26.01,1.51,9.42,-19.65
1,0.08,0.41,-1.00,0.86,0.83,0.00,-40.72,1.09,-6.93,-6.37,0.09,0.78,8.31,0.00,0.24,0.72,0.25,-4.01,0.07,-1.10,0.20,0.03,0.09,0.37,37.75,7.24,0.35,1 342.95,-2.30
1,5.91,3.69,-1.00,0.95,0.50,0.02,94.01,0.45,-35.75,-78.87,0.17,0.95,1.10,2.14,0.19,0.05,0.12,-24.08,0.01,-1.98,0.00,0.13,0.05,5.86,3.96,6.03,2.27,48.62,-33.36
1,0.96,0.00,-1.00,2.84,2.71,0.01,326.86,0.74,-60.73,-82.27,0.00,1.38,2.32,0.00,0.30,1.64,0.20,9.97,0.06,3.10,0.51,0.79,0.71,0.17,1.12,-0.80,0.12,0.55,0.26
1,1.19,1.03,1.00,1.00,1.00,1.00,87.80,0.87,5.96,6.85,0.06,0.00,93.07,0.00,0.21,0.73,0.29,1.27,0.00,0.00,0.00,0.21,0.01,46.77,5 963.04,-4.57,0.39,0.40,1.93
1,1.08,1.08,-1.00,1.52,1.51,0.00,150.18,1.87,-2.11,-1.13,0.15,1.07,0.66,1.71,0.09,0.53,0.18,1.48,0.14,1.15,0.41,1.00,0.80,2.43,0.00,0.00,0.33,0.39,6.50
1,0.22,0.20,-1.00,0.26,0.24,0.00,167.14,2.19,-1.69,-0.77,0.01,0.65,1.13,3.56,0.01,0.47,0.02,-0.36,0.13,-2.12,2.80,0.77,0.42,0.21,2.18,0.00,0.05,0.07,-0.07
1,1.04,0.65,0.80,0.19,0.03,0.00,-42.15,0.34,1.04,3.10,0.07,0.47,0.04,4.31,0.00,0.00,0.00,0.00,0.08,0.22,0.13,0.21,0.04,62.70,9.07,4.14,0.63,0.67,-2.04
1,1 024.43,5.03,2.02,715.97,142.04,142.04,2.60,0.59,1.55,2.61,0.02,0.00,81.38,0.00,1.29,1 388.79,1.29,2.68,0.01,0.02,9.25,0.00,17.06,140.61,0.00,0.09,0.00,0.00,0.00
1,192.83,7.73,-1.00,0.79,0.30,0.30,-22.61,1.06,-2.72,-2.58,0.18,0.65,1.31,2.11,0.15,0.11,0.16,-3.17,0.10,-2.00,0.07,0.13,0.08,2 340.21,10.48,6.34,1.54,2.28,-15.66
1,1.34,1.06,1.04,1.14,0.58,0.02,201.71,0.47,2.51,5.36,0.11,0.95,1.86,3.46,0.19,0.09,0.11,0.49,0.01,0.04,0.01,0.16,0.05,2.55,2.55,4.32,1.24,13.82,9.02
1,2.44,0.40,1.03,1.85,0.07,0.01,92.76,0.26,0.54,2.04,0.14,1.30,0.84,2.43,0.12,0.02,0.04,0.07,0.02,0.03,0.01,0.03,0.02,65.68,4.15,550.93,2.20,39.90,4.52
1,0.06,1.02,1.83,4.51,2.49,0.11,215.28,0.38,0.84,2.21,0.10,0.82,5.64,0.00,0.56,12.18,0.25,0.61,0.01,0.03,0.67,1.00,2.16,0.07,0.00,-1.70,0.02,0.04,0.05
1,1.26,0.53,1.48,1.29,1.06,0.27,44.24,0.66,2.88,4.39,0.08,0.94,0.80,0.00,0.06,0.01,0.05,0.21,0.09,0.39,0.03,0.22,0.02,8.17,116.82,102.16,3.19,8 389.37,12.05
1,1.00,24.49,2.17,0.54,0.23,0.22,-146.90,0.79,9.82,12.36,0.09,46.76,8.45,50.58,0.75,3.08,1.14,10.04,0.14,1.21,0.37,0.61,0.36,77.37,6.95,1.79,0.37,0.61,-0.62
1,0.65,0.24,0.68,1.05,0.83,0.25,-125.11,0.01,0.09,6.66,3.92,0.75,11.54,14.41,27.44,0.33,0.30,1.92,0.03,0.18,0.03,0.11,0.03,2.25,6.25,1.06,0.93,9.04,24.43
1,0.71,0.86,-1.00,1.00,0.37,0.06,212.73,0.65,-4.05,-6.20,0.10,3.79,4.30,14.81,0.45,0.80,0.37,-9.18,0.08,-2.00,0.17,0.14,0.19,2.17,1.92,2.50,0.46,1.54,-202.69
1,0.00,6.86,-1.00,0.00,0.00,0.00,0.00,0.62,-6.15,-9.84,0.00,0.01,52.76,56.85,0.08,0.00,0.05,-1.59,0.06,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,2.73,16.67,3.94,0.36,0.08,0.07,-22.27,0.80,17.25,21.52,0.22,2.23,0.31,1.68,0.04,0.02,0.06,1.18,0.06,1.17,0.02,0.43,0.07,876.95,24.40,9.70,2.78,3.19,-7.74
1,95.49,0.65,2.18,1.29,0.43,0.07,-10.86,0.16,0.85,5.48,0.06,0.96,7.62,0.00,0.33,0.04,0.09,0.39,0.03,0.12,0.01,0.05,0.01,10.86,9.82,4.47,2.32,10.76,6.60
1,0.18,0.74,0.65,26.08,14.16,0.00,0.00,0.84,5.27,6.27,0.09,9.64,0.21,4.37,0.02,0.13,0.02,0.09,0.08,0.42,0.64,0.19,0.58,0.84,0.71,0.00,0.13,0.20,0.39
1,1.25,1.25,13.24,0.99,0.77,0.20,85.64,0.74,21.12,28.72,0.04,1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.30,0.01,0.27,0.05,1.70,1.96,1.16,0.71,20.85,-37.15
1,2.13,2.39,4.57,1.26,0.00,0.00,-3.00,0.96,683.92,714.56,0.00,0.00,1.22,0.00,0.00,0.74,0.00,2.56,0.00,2.06,0.60,1.00,0.61,5 283.13,0.00,118.91,0.00,0.01,0.02
1,-1.00,7.68,-1.00,2.59,0.96,0.02,0.00,1.09,-1.14,-1.04,0.06,1.78,0.13,1.24,0.01,0.00,0.01,-0.39,0.04,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,1.00,1.18,-1.00,0.17,0.17,0.00,182.24,0.55,-14.81,-26.97,0.00,0.03,51.91,3.02,0.17,6.79,0.09,-14.99,0.06,-9.75,4.41,0.09,0.13,0.11,2.00,0.00,0.01,0.02,-0.03
1,0.65,0.99,0.97,1.14,0.62,0.02,202.53,0.51,6.04,11.75,0.16,1.03,2.91,4.38,0.46,0.22,0.24,2.70,0.00,0.01,0.00,0.17,0.08,2.65,2.55,4.65,1.09,40.10,9.30
1,-1.00,0.67,-1.00,3.58,0.18,0.00,0.00,0.34,-0.58,-1.70,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,-1.00,3.79,-1.00,36.55,8.63,7.52,0.00,0.88,-1.66,-1.89,0.01,0.36,0.80,0.00,0.01,0.00,0.01,-0.72,0.03,-2.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
1,1.20,1.09,-1.00,0.63,0.26,0.01,152.52,1.05,-1.84,-1.75,0.10,1.27,3.07,5.29,0.31,0.17,0.37,-1.64,0.21,-0.90,0.10,0.29,0.06,5.74,3.42,20.75,2.17,39.25,-3.43
1,1.43,4.04,7.82,1.11,0.48,0.02,18.16,0.87,8.88,10.16,0.21,2.40,4.69,15.00,0.98,0.22,1.31,15.41,0.10,1.21,0.02,0.06,0.05,12.28,205 044.29,31.53,5.89,44 308.74,38.99
1,0.85,1.49,1.02,6.55,5.41,1.30,106.35,0.62,1.71,2.76,0.06,1.21,0.50,1.81,0.02,0.10,0.02,0.04,0.01,0.02,0.05,0.38,0.19,3.66,3.24,3.44,0.22,0.27,1.45
1,0.72,0.44,1.12,1.43,0.38,0.08,108.11,0.48,0.95,1.97,0.11,1.21,0.00,1.05,0.00,0.00,0.00,0.00,0.01,0.08,0.02,0.09,0.02,12.41,4.58,376.32,0.45,7.87,10.86
1,1.00,1.00,1.00,1.35,1.06,0.00,26.97,0.41,1.03,2.51,0.09,2.07,3.79,7.77,0.28,0.32,0.12,0.29,0.03,0.08,0.08,0.12,0.10,2.07,6.23,1.76,0.36,0.47,6.35
1,0.49,0.16,0.49,0.81,0.73,0.00,112.00,0.24,12.90,54.09,0.03,0.34,3.06,0.00,0.10,0.07,0.02,0.86,0.03,1.04,0.08,0.14,0.02,0.66,3.26,0.48,0.35,0.96,-2.39
1,0.37,0.55,1.02,0.91,0.63,0.00,321.03,0.00,0.00,1.85,1.00,2.06,0.07,0.00,0.00,0.01,0.00,0.00,0.02,0.03,0.13,0.14,0.13,0.51,1.14,0.36,0.13,0.20,-3.31
1,0.00,1.00,1.53,3.56,0.01,0.01,0.00,0.45,1.02,2.27,0.11,0.00,2.03,0.00,0.23,0.00,0.14,0.29,0.07,0.14,0.00,0.00,0.00,0.00,0.00,-0.51,0.00,0.00,0.00
1,0.80,0.75,1.28,1.06,0.26,0.04,8.17,0.19,1.30,6.68,0.57,0.77,0.33,1.67,0.18,0.01,0.04,0.27,0.04,0.27,0.01,0.10,0.01,16.67,6.94,5.51,4.55,57.15,83.86
1,1.25,0.35,5.86,3.25,0.52,0.51,269.19,0.21,0.30,1.41,0.06,0.50,0.58,4.69,0.04,0.14,0.02,0.02,0.02,0.02,0.14,0.76,0.14,19.73,1.38,25.84,0.11,0.15,0.34
1,-1.00,9.29,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.64,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.21,0.39,1.04,1.37,0.56,0.02,-58.70,0.28,0.79,2.85,0.30,0.00,0.48,1.67,0.48,0.38,0.11,0.39,0.02,0.08,0.08,2.68,0.15,0.75,2.07,1.56,0.30,2.87,1.47
1,0.72,7.09,0.18,0.12,0.02,0.00,126.10,0.34,3.37,10.04,0.67,5.43,0.01,1.33,0.01,0.00,0.00,0.01,0.16,0.56,0.41,0.13,0.50,9.95,4.08,0.77,0.40,0.48,-0.84
1,1.10,0.71,-1.00,0.32,0.00,0.00,0.00,0.94,-7.84,-8.34,0.03,208.32,0.68,0.00,0.02,53.13,0.02,-0.49,0.03,-0.72,78.76,1.00,78.38,0.37,0.00,0.00,0.00,0.00,0.00
1,0.67,0.69,1.05,0.15,0.10,0.00,141.95,0.18,0.42,2.35,0.43,1.46,2.97,6.38,0.60,0.36,0.11,0.26,0.02,0.05,0.07,0.29,0.12,6.61,4.21,0.49,0.30,0.34,-0.61
1,1.17,0.85,1.07,1.55,0.85,0.01,134.97,0.47,1.17,2.47,0.24,1.71,0.66,3.33,0.11,0.04,0.05,0.13,0.03,0.07,0.02,0.10,0.05,3.24,8.54,17.93,1.49,8.05,4.72
1,0.78,0.60,0.90,0.18,0.09,0.00,212.79,0.55,1.70,3.12,0.09,0.26,0.05,1.03,0.00,0.01,0.00,0.01,0.04,0.11,0.17,0.92,0.06,23.27,1.85,0.19,0.20,0.21,-1.91
1,1.05,1.05,-1.00,0.06,0.05,0.02,8.89,1.14,-2.12,-1.85,0.10,0.27,1.27,0.00,0.10,0.55,0.11,-0.93,0.27,-2.29,1.36,1.00,0.43,41.06,0.17,0.06,0.20,0.20,-1.29
1,1.00,0.64,0.92,0.16,0.02,0.00,0.00,0.09,0.27,2.90,0.10,0.62,8.97,8.17,0.88,18 009.24,0.08,0.23,0.02,0.07,5 263.27,1.00,2 006.99,0.00,0.00,0.00,0.00,0.00,0.00
1,0.88,0.99,-1.00,0.63,0.62,0.00,155.66,0.32,-2.98,-9.31,0.19,0.00,0.94,0.00,0.18,0.25,0.06,-1.31,0.05,-1.23,0.24,0.02,0.27,0.56,2.34,0.05,0.23,0.45,-0.77
1,0.90,1.47,-1.00,0.96,0.36,0.00,102.63,0.81,-8.60,-10.65,0.08,0.84,1.36,1.22,0.02,0.01,0.02,-1.31,0.03,-2.00,0.02,0.20,0.06,4.18,1.52,1.62,1.28,132.25,-26.70
1,0.91,0.53,1.24,1.18,0.67,0.00,202.21,0.38,6.98,18.20,0.09,0.00,0.36,0.00,0.03,0.04,0.02,0.26,0.01,0.22,0.04,0.11,0.12,0.87,1.81,0.95,0.37,1.31,2.49
1,1.00,1.00,-1.00,0.61,0.16,0.00,0.00,0.42,-2.75,-6.54,0.08,0.94,5.39,0.00,0.42,212.26,0.23,-7.84,0.06,-2.00,54.13,0.63,39.41,0.01,0.01,0.52,0.00,0.00,0.00
1,0.73,1.69,0.63,2.46,2.15,0.06,0.00,0.31,0.45,1.45,0.76,0.00,0.02,0.00,0.02,0.04,0.01,0.01,0.23,0.28,1.72,0.88,1.64,0.24,0.08,-0.89,0.14,0.56,0.32
1,1.00,1.16,1.00,0.80,0.65,0.01,16.29,0.71,4.86,6.82,0.16,2.10,11.68,13.61,0.78,0.29,0.56,3.81,0.05,0.33,0.02,0.11,0.05,4.36,17.54,4.14,1.93,4.27,-13.80
1,2.06,4.44,-1.00,2.94,1.73,0.16,123.15,1.12,-5.33,-4.77,0.07,0.00,1.19,0.00,0.08,0.14,0.10,3.40,0.06,2.19,0.09,0.20,0.12,5.82,6.04,0.90,0.69,0.89,3.77
1,1.10,1.02,0.32,1.70,1.05,0.14,308.10,0.89,76.61,85.83,0.12,1.39,3 230.41,2.36,90.81,172.35,78.78,3 350.01,0.02,1.04,0.05,0.56,0.19,2.72,2.10,0.38,0.46,0.64,4.13
1,0.83,0.65,0.42,0.25,0.02,0.00,-25.50,0.80,20.81,26.04,0.05,1.26,0.65,4.43,0.03,0.21,0.03,0.41,0.06,0.80,0.41,0.05,0.32,19.78,2.57,1.96,0.14,0.15,-0.39
1,2.52,1.62,-1.00,0.84,0.56,0.00,235.55,0.56,-35.70,-64.31,0.08,3.78,2.02,0.00,0.12,0.25,0.06,-222.78,0.00,-0.24,0.00,0.19,0.12,0.89,1.55,0.50,0.26,0.47,-3.07
1,0.45,0.76,-1.00,11.01,6.77,1.13,253.68,0.60,-18.05,-30.13,0.02,69.51,0.43,41.36,0.01,0.47,0.01,-1.23,0.01,-2.58,0.99,0.09,1.09,0.15,1.44,0.72,0.01,0.02,0.06
1,0.87,0.64,1.04,1.13,0.54,0.23,2.58,0.79,4.75,6.01,0.15,1.08,16.46,2.49,0.18,0.68,0.13,0.86,0.01,0.04,0.03,0.98,0.55,141.70,0.70,0.39,0.19,0.19,204.33
1,49.57,0.65,-1.00,1.65,0.16,0.09,-219.90,1.37,-2.76,-2.01,0.04,0.00,1.19,0.00,0.05,0.33,0.07,1.37,0.05,1.03,0.25,0.49,0.27,66.38,121.63,1.60,0.22,0.27,3.61
1,0.00,0.88,-1.00,25.47,0.14,0.14,-10.74,0.75,-11.00,-14.59,0.01,0.00,34.14,0.00,0.38,0.00,0.35,-64.78,0.01,-2.00,0.00,0.00,0.00,0.00,0.00,33.99,0.00,0.00,0.00
1,0.98,0.88,1.35,2.25,1.27,0.09,86.46,0.60,3.82,6.35,0.21,2.06,0.03,7.41,0.01,0.00,0.00,0.03,0.07,0.47,0.06,0.15,0.11,3.64,5.85,4.79,1.17,2.40,3.77
1,0.22,0.14,0.90,0.95,0.94,0.00,0.00,0.34,1.55,4.55,0.13,0.04,8.02,0.00,0.03,0.10,0.01,0.04,0.03,0.11,0.27,1.00,0.01,0.12,0.00,0.00,0.10,0.49,-2.64
1,1.00,1.17,1.18,1.10,0.74,0.00,36.23,0.54,1.16,2.13,0.20,0.00,0.00,1.14,0.00,0.00,0.00,0.00,0.04,0.09,0.01,0.13,0.04,8.93,14.23,12.04,3.04,7.00,51.01
1,4.46,4.77,2.90,0.99,0.31,0.13,40.23,0.53,66.99,126.35,0.20,1.06,4.94,0.00,0.92,0.08,0.50,91.64,0.01,0.97,0.00,0.10,0.02,21.74,8.31,17.83,5.90,404.23,-726.28
1,1.11,0.28,0.89,0.92,0.82,0.22,-0.44,0.61,1.59,2.59,0.21,0.00,0.65,51.62,0.21,0.34,0.18,0.32,0.10,0.18,0.19,1.02,0.52,1.83,15.79,1.63,0.54,1.12,-7.84
1,1.56,0.20,-1.00,3.41,48.02,44.62,0.00,1.49,-17.27,-11.62,0.04,0.37,0.00,4.31,0.00,0.00,0.00,0.00,0.09,0.59,0.13,0.06,0.06,0.53,0.04,0.61,0.72,0.59,8.49
1,0.40,1.91,1.10,1.00,0.21,0.01,301.05,0.21,16.31,78.30,0.18,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.23,0.19,0.60,1.21,0.60,0.19,2.29,-65.51
1,0.54,0.20,-1.00,2.05,2.32,0.27,0.00,0.57,-2.65,-4.66,0.18,0.63,0.30,5.55,0.04,0.09,0.04,0.21,0.08,0.45,0.18,0.37,0.37,0.29,0.20,-0.80,0.42,3.10,0.62
1,1.20,0.00,-1.00,0.00,2.97,0.00,0.00,2.78,-1.56,-0.56,0.00,0.00,1.00,0.00,0.01,0.23,0.03,0.03,0.03,0.03,0.23,0.60,0.23,0.05,0.08,0.03,0.11,0.11,-0.12
1,0.76,0.60,1.28,0.81,0.10,0.01,73.01,0.37,13.97,37.34,0.13,1.04,0.97,2.05,0.10,0.08,0.04,1.61,0.01,0.24,0.01,0.25,0.08,5.00,0.60,0.51,0.49,2.30,-2.71
1,1.29,0.52,-1.00,0.15,0.07,0.00,17.84,0.59,-1.09,-1.85,0.09,0.59,0.38,1.46,0.03,0.03,0.02,-0.08,0.04,-0.16,0.06,0.11,0.08,8.93,9.36,5.88,0.62,0.74,-0.77
1,0.98,1.22,-1.00,0.28,0.02,0.00,-327.24,0.65,-9.10,-14.08,0.13,0.67,0.83,2.06,0.08,0.12,0.05,-7.19,0.01,-2.00,0.03,0.38,0.14,37.58,33.10,1.05,0.43,0.48,-1.60
1,0.75,3.05,-1.00,0.05,0.00,0.00,0.00,1.17,-0.47,-0.41,0.12,0.42,0.69,1.84,0.08,2.18,0.09,-0.49,0.45,-2.37,10.58,1.00,3.15,0.00,0.00,0.00,0.04,0.05,-0.02
1,0.55,0.64,0.55,1.09,0.42,0.10,130.92,0.39,1.35,3.46,0.63,1.01,0.40,2.71,0.04,0.01,0.01,0.04,0.00,0.01,0.00,0.10,0.03,5.09,3.91,10.69,1.27,5.48,21.91
1,0.01,0.95,-1.00,1.61,1.63,0.02,174.49,1.07,-5.89,-5.49,0.24,0.00,1.00,10.95,0.94,161.90,0.94,3.15,0.18,0.60,31.01,117.35,41.71,0.04,2.09,0.00,0.01,0.01,0.09